NumTrials=720, DotSize = 2, Nx = 246, StimulusDuration = 5.000000e-01 
Disparity, MouseButton, ReactionTime, RefreshRate, DotMatch
14,3,0.81717,10.625,1
-14,3,0.63239,5.3125,0
14,1,0.51447,10.625,0.5
14,1,0.69954,5.3125,0.5
14,1,0.64959,42.5,0.5
14,3,1.4894,5.3125,0
-14,1,0.50979,10.625,1
-14,1,0.69962,5.3125,0.5
-14,1,0.70513,5.3125,1
14,1,0.53937,10.625,0
-14,1,0.81827,21.25,0.5
-14,3,1.1878,21.25,0
14,1,1.2702,21.25,0.5
-14,1,0.79777,42.5,0.5
-14,1,1.0223,42.5,0.5
14,3,0.6615,21.25,1
14,1,0.73714,5.3125,0
14,3,0.7539,10.625,0.5
14,1,0.73719,21.25,0.5
14,3,0.78913,21.25,0.5
-14,3,0.89739,10.625,0
-14,1,0.904,10.625,0.5
14,1,0.78079,42.5,0
-14,1,0.79717,21.25,1
14,1,0.71672,42.5,0.5
14,3,0.59802,10.625,1
14,1,0.67576,10.625,0
-14,1,1.1515,10.625,0.5
14,1,1.1247,10.625,0
14,1,0.8019,42.5,0.5
14,1,1.3537,42.5,1
-14,1,1.1454,10.625,0.5
14,1,0.65815,10.625,0.5
-14,1,0.56602,42.5,1
-14,1,1.6806,5.3125,1
14,1,0.7161,42.5,0
14,3,0.99457,21.25,0
14,1,1.0582,42.5,0.5
14,1,0.88782,42.5,0
14,1,1.6923,21.25,0
14,1,3.0298,42.5,0
14,1,0.82513,10.625,0.5
14,3,0.68767,10.625,1
14,3,1.9269,5.3125,0.5
-14,1,0.64282,10.625,0.5
-14,3,0.96263,5.3125,0
14,3,0.77314,5.3125,1
-14,1,0.61082,5.3125,0.5
-14,1,0.74717,10.625,0
-14,1,1.6739,10.625,0.5
14,1,0.92571,10.625,0.5
-14,1,1.5826,21.25,0
-14,1,0.7537,10.625,0
14,1,0.66875,5.3125,0
14,1,0.7058,21.25,0
-14,1,0.63628,5.3125,1
-14,1,0.56119,21.25,0.5
14,3,0.56976,21.25,1
14,3,1.3584,5.3125,0.5
14,3,0.80173,5.3125,0.5
-14,1,0.76214,10.625,0.5
-14,1,1.3962,5.3125,0.5
14,1,1.2599,42.5,0.5
14,1,1.1669,10.625,0.5
14,1,1.4243,10.625,0.5
14,1,1.291,10.625,0
-14,1,1.2271,10.625,0.5
-14,3,0.7141,21.25,0
14,1,1.1342,21.25,0
14,1,1.454,5.3125,0.5
-14,1,0.75119,21.25,1
14,1,0.509,10.625,0
14,3,0.76857,21.25,1
-14,1,0.7375,21.25,0.5
14,3,1.2016,5.3125,0
-14,1,1.0777,5.3125,0.5
14,3,0.67379,42.5,1
14,1,0.62365,21.25,0
-14,1,0.95819,5.3125,0
-14,1,0.81735,5.3125,0.5
14,3,0.58201,10.625,1
14,1,1.1214,10.625,0
14,3,0.59455,21.25,0.5
-14,1,0.54029,42.5,0.5
14,1,1.3268,5.3125,0
14,3,0.59274,10.625,1
-14,1,0.78478,42.5,0.5
-14,3,0.98868,42.5,1
-14,1,1.122,5.3125,0
14,1,0.67422,42.5,0.5
-14,1,0.74535,10.625,1
14,1,0.85458,21.25,0.5
-14,1,1.2522,5.3125,0.5
-14,1,0.77525,10.625,0.5
14,3,0.73484,10.625,1
-14,3,0.63136,10.625,0
14,3,0.7787,42.5,1
14,1,0.70614,42.5,0
-14,1,0.88885,10.625,1
14,3,0.75702,42.5,1
