NumTrials=1200, DotSize = 3, Nx = 308, StimulusDuration = 5.000000e-01 
17,3,0.56238,10.625,0.5
17,1,0.78173,10.625,0
-17,1,0.54644,42.5,0.75
-17,1,0.59809,5.3125,0.5
-17,1,0.52364,42.5,0.75
-17,1,0.59399,5.3125,0
17,1,0.60134,42.5,0
-17,1,0.66718,21.25,0.5
17,3,0.53399,42.5,1
-17,1,0.53522,10.625,0.5
17,1,0.58315,42.5,0.25
-17,1,0.5146,21.25,0.75
17,3,0.62603,10.625,0
-17,3,0.66767,21.25,0
-17,3,0.52307,5.3125,0.25
17,1,0.5147,5.3125,0.25
17,3,0.52053,10.625,1
17,1,0.52914,21.25,0
17,1,0.52163,21.25,0.25
17,1,0.50733,10.625,0
17,3,0.50958,5.3125,1
17,3,0.52937,21.25,0.75
17,3,0.53391,42.5,1
-17,1,0.51466,21.25,1
-17,1,0.55992,10.625,0.5
17,3,0.51652,5.3125,1
17,3,0.53178,10.625,0.75
17,1,0.71802,21.25,0.5
17,3,0.50879,5.3125,0.75
17,1,0.52919,21.25,0
17,1,0.53385,42.5,0.25
-17,1,0.53133,42.5,1
17,3,0.53809,21.25,0.5
-17,1,0.54752,10.625,0
-17,1,0.57959,5.3125,0
-17,1,0.87947,5.3125,0
17,1,0.67271,42.5,0.5
-17,1,0.62969,10.625,1
17,1,0.50546,21.25,0
-17,1,0.56275,21.25,0.75
-17,1,0.64206,42.5,0.5
17,3,0.5146,21.25,0.25
17,1,0.69212,5.3125,0.25
17,3,0.50822,10.625,0.25
17,3,0.54693,42.5,1
17,3,0.5068,5.3125,1
-17,1,0.51133,5.3125,0
17,3,0.57778,21.25,1
17,3,0.5341,42.5,1
17,3,0.53129,42.5,0.75
17,3,0.54881,42.5,0.75
17,3,0.50685,5.3125,1
-17,1,0.50559,21.25,0
-17,1,1.6673,10.625,1
17,1,0.50992,21.25,0
-17,1,1.5872,21.25,0.75
-17,1,0.50918,5.3125,0.75
17,3,0.74822,5.3125,0.5
17,3,0.53474,10.625,1
-17,1,0.5107,10.625,0.75
-17,1,0.51064,10.625,1
17,3,0.53316,5.3125,0.75
17,3,0.50599,21.25,0.5
17,3,0.71408,42.5,0
-17,1,0.53133,42.5,1
-17,1,1.4896,42.5,1
17,3,0.53127,42.5,0.75
-17,1,0.5313,42.5,1
-17,1,0.51455,21.25,0.75
17,3,0.53078,10.625,0.5
17,3,0.50954,5.3125,1
17,3,0.52419,10.625,0.5
-17,3,0.63866,21.25,0
17,3,0.50853,5.3125,0.75
-17,3,0.51139,5.3125,0.25
-17,1,0.56231,10.625,0
-17,1,0.53512,42.5,0.75
-17,1,0.51455,21.25,0.5
-17,1,0.50699,10.625,1
17,3,0.51067,10.625,1
-17,1,0.54657,42.5,0.75
17,3,0.5526,21.25,1
-17,3,0.58108,42.5,0
17,3,0.53138,42.5,0.75
-17,1,0.51479,21.25,0.5
17,3,0.74719,42.5,0.5
17,3,0.6331,21.25,0.75
-17,1,0.63045,5.3125,0
17,3,0.52668,21.25,0
-17,3,0.53337,21.25,0.25
-17,1,0.50872,5.3125,0.25
-17,1,0.52926,21.25,0.75
17,3,0.57194,42.5,0
17,1,0.50714,5.3125,0
17,3,0.52926,21.25,0.25
-17,1,0.52164,21.25,0.75
-17,1,0.50702,10.625,1
17,3,0.54637,42.5,1
17,3,0.50695,5.3125,0.75
-17,3,0.53175,10.625,0.25
17,1,0.5052,21.25,0.25
17,3,0.53408,42.5,0.75
-17,1,0.50679,5.3125,1
17,3,0.56269,10.625,0.25
17,3,0.54651,42.5,1
17,3,0.59326,5.3125,1
-17,1,0.50824,10.625,0
17,3,0.5463,42.5,0.25
-17,1,0.5069,5.3125,0.75
-17,1,0.6197,42.5,0.5
-17,3,0.55879,42.5,0.25
-17,1,0.50693,5.3125,0.75
17,3,0.59691,5.3125,0.75
17,3,0.52387,42.5,0.75
17,3,0.50537,10.625,1
17,3,0.54633,42.5,0.75
-17,1,0.5187,5.3125,0.75
-17,3,0.6146,21.25,0.25
-17,1,1.4951,10.625,0.75
-17,3,0.64661,5.3125,0.25
17,1,0.50823,10.625,0.5
-17,1,0.71867,21.25,0.25
-17,3,0.50987,21.25,0.5
-17,1,0.53035,10.625,0.5
-17,1,0.60536,21.25,0.25
-17,1,0.53377,21.25,1
17,1,0.53303,5.3125,0
-17,1,0.53183,10.625,1
17,3,0.53466,42.5,0.25
-17,1,1.4041,42.5,0.75
-17,1,0.53133,42.5,0.75
-17,1,0.59962,5.3125,0
17,3,0.52358,42.5,1
17,3,0.50514,10.625,0.5
-17,1,0.54661,21.25,0
-17,1,0.507,10.625,0.25
-17,1,0.77903,42.5,0.25
17,3,0.53131,42.5,0.75
17,1,0.56311,42.5,0.25
17,3,0.57208,21.25,0.25
-17,1,0.50881,5.3125,0.5
-17,1,0.51121,5.3125,0.25
-17,3,0.65338,10.625,0
-17,1,0.51445,5.3125,0.75
17,1,0.50829,10.625,0.75
-17,1,0.5289,21.25,0.5
17,3,0.56551,21.25,0.25
17,3,0.76234,5.3125,0.5
17,1,0.53894,5.3125,0.5
17,3,0.58268,21.25,0.75
-17,1,0.78529,21.25,0.5
-17,1,0.52157,21.25,0.75
17,3,0.50723,10.625,1
17,3,0.52899,21.25,1
-17,3,1.3512,42.5,0.5
-17,1,0.51449,21.25,1
17,3,0.54704,10.625,0
17,3,0.54641,42.5,0.25
17,3,1.3791,42.5,1
-17,1,0.50696,5.3125,0
-17,1,0.53522,42.5,1
-17,1,0.51449,21.25,0.75
17,3,0.5069,10.625,1
-17,1,0.53264,10.625,0.5
-17,1,0.53419,10.625,0.75
-17,3,0.53786,21.25,0
17,3,0.53091,10.625,0.5
17,1,0.72328,42.5,0.25
-17,1,0.53135,42.5,0.75
17,3,0.51445,21.25,0.75
-17,1,0.52161,21.25,1
-17,3,0.54259,42.5,0
-17,1,0.50514,10.625,0.75
-17,3,0.53475,42.5,0
17,3,0.53131,42.5,1
17,1,0.50724,5.3125,0.25
-17,1,0.51426,10.625,1
-17,1,0.66061,21.25,1
-17,1,0.53471,42.5,1
-17,1,0.51696,10.625,0.75
-17,3,0.55608,10.625,0.5
17,3,0.5351,42.5,1
17,3,0.52592,10.625,1
17,3,0.50966,5.3125,0.5
-17,1,0.52934,21.25,1
-17,1,0.50886,5.3125,0.75
-17,1,0.50902,10.625,0.75
17,1,0.63118,5.3125,0.25
-17,3,0.59304,10.625,0.25
17,3,0.51394,10.625,1
17,3,0.51072,10.625,1
17,3,0.53424,10.625,1
-17,1,0.51672,10.625,0.5
-17,1,0.66492,21.25,0.25
-17,1,0.50712,10.625,0.75
17,3,0.85136,42.5,0.5
17,3,0.55481,42.5,1
17,3,0.50523,10.625,0.25
17,3,0.79948,5.3125,0.25
17,3,0.53204,5.3125,0
17,3,0.5173,5.3125,0.5
-17,3,0.53174,10.625,0.25
-17,1,0.53513,42.5,0.5
-17,1,0.53135,42.5,0.25
-17,3,0.54674,42.5,0
-17,1,0.51145,5.3125,1
17,3,0.59359,42.5,0.75
17,3,0.53133,42.5,0.75
-17,3,0.52417,5.3125,0.25
17,3,0.50568,21.25,0.5
17,3,0.51569,5.3125,0.75
-17,1,0.61625,10.625,0.25
17,1,0.66229,42.5,0.25
-17,1,0.53802,5.3125,0.75
17,3,0.53166,10.625,0
-17,3,0.57755,42.5,0.25
-17,1,0.50705,5.3125,1
-17,1,0.52926,21.25,1
-17,1,0.53417,42.5,0.5
-17,3,0.78367,42.5,0.25
17,1,0.53051,5.3125,0
17,3,0.50846,10.625,0.5
17,3,0.5352,42.5,0.75
-17,1,0.50693,5.3125,1
17,3,0.58688,42.5,0.5
-17,1,0.53133,42.5,1
17,3,0.51479,21.25,0.75
17,3,0.50886,5.3125,0
-17,1,0.50579,21.25,0.75
-17,1,0.67195,42.5,0.25
17,3,0.51456,21.25,1
17,3,0.50878,5.3125,0
-17,1,0.59698,21.25,0.75
17,3,0.65865,5.3125,0.75
17,3,0.5293,21.25,1
17,3,0.52163,21.25,0.75
-17,1,0.58271,42.5,0.5
-17,1,0.59832,42.5,0.5
-17,1,0.53127,42.5,0.5
-17,1,0.53736,5.3125,1
17,3,0.52016,10.625,0.5
-17,3,0.72763,10.625,0
-17,3,0.55837,42.5,0
17,1,0.67068,5.3125,0.25
17,3,0.58841,10.625,0
17,3,0.59597,5.3125,1
17,3,0.53177,10.625,0.75
17,1,0.64228,42.5,0.5
-17,1,0.51481,21.25,0.75
-17,1,0.64991,10.625,0
-17,1,0.50949,5.3125,0.5
-17,3,0.51127,5.3125,0.25
-17,1,0.54735,42.5,0.25
17,1,0.58321,10.625,0.5
-17,3,0.51074,10.625,0.25
17,3,0.50958,5.3125,0.5
17,3,0.53586,42.5,0.25
-17,1,0.52672,5.3125,0.25
17,3,0.61477,21.25,0
-17,1,0.50703,10.625,0.25
-17,1,0.51069,10.625,0.5
-17,1,0.52914,21.25,1
-17,1,0.53408,42.5,1
17,3,0.62909,10.625,0.75
17,3,0.66615,10.625,0
-17,1,0.53474,42.5,1
17,3,0.62376,21.25,0
17,3,0.53479,42.5,0.5
17,1,0.52061,21.25,0.5
-17,1,0.56351,5.3125,0
17,1,0.51127,5.3125,0.5
17,3,0.52937,21.25,0.25
-17,3,0.64173,10.625,0.5
-17,1,0.65599,21.25,0.5
17,3,0.68906,42.5,0.5
-17,1,0.56937,21.25,0.5
17,3,0.59158,42.5,0
-17,1,0.5313,42.5,0
-17,1,0.53215,5.3125,1
-17,1,0.55327,5.3125,0.75
17,3,0.56016,10.625,0.75
17,3,0.7055,42.5,1
17,3,0.53804,42.5,0.5
17,3,0.5411,10.625,1
-17,1,0.54305,5.3125,0.5
17,1,0.61114,10.625,0.75
-17,1,0.54689,42.5,1
17,1,0.55432,5.3125,0.25
-17,1,0.54461,5.3125,0.75
-17,1,0.60312,10.625,0.5
17,1,0.68727,5.3125,0
-17,1,0.57425,10.625,0.25
17,3,0.52181,5.3125,0.75
17,3,0.52008,10.625,0.75
17,3,0.51068,10.625,0.5
17,3,0.54716,42.5,1
-17,1,0.53555,21.25,0.75
-17,1,1.4974,10.625,1
17,3,0.64178,10.625,0.25
-17,1,0.59055,42.5,0.5
17,3,0.56018,5.3125,0
-17,1,0.57467,5.3125,0.25
-17,1,0.53479,5.3125,0.5
17,3,0.58641,42.5,0.25
17,3,0.5421,10.625,0.75
17,3,0.50948,5.3125,1
-17,3,0.55695,21.25,0
-17,1,0.53591,10.625,1
-17,3,0.6681,5.3125,0
17,3,0.53031,10.625,0.75
17,3,0.51071,10.625,0.75
-17,1,0.56667,10.625,1
-17,1,0.69777,42.5,0.5
17,3,0.55783,21.25,0.75
-17,1,0.54641,21.25,1
17,3,0.54571,42.5,0.75
-17,1,0.54125,10.625,1
-17,1,0.56019,10.625,0.75
-17,1,0.60998,10.625,0
-17,1,0.5314,5.3125,0.75
-17,1,0.50578,21.25,1
17,1,0.75786,21.25,0
17,3,0.50878,5.3125,0.75
-17,1,0.53522,42.5,1
-17,1,0.6092,10.625,0.5
-17,3,0.52575,10.625,0
17,3,0.51693,21.25,0.25
-17,3,0.50688,10.625,0.25
17,3,0.50955,5.3125,0.75
17,3,0.52365,42.5,1
-17,1,0.84518,10.625,0.75
17,3,0.59723,5.3125,0.25
-17,1,0.51128,5.3125,0.5
17,3,0.5529,21.25,0
17,3,0.53388,42.5,0.5
-17,1,0.56121,5.3125,0.75
17,3,0.51755,21.25,0.25
-17,1,2.0919,42.5,0.75
17,3,0.51473,21.25,1
17,3,0.5339,42.5,0
-17,3,0.53139,42.5,0
17,3,0.50518,10.625,0.5
-17,3,0.51236,5.3125,0
-17,1,0.52007,10.625,0.75
17,3,0.54,42.5,0.75
-17,1,0.50498,10.625,0.25
-17,3,0.55449,42.5,0.25
-17,1,0.63579,21.25,0.5
17,3,0.56122,5.3125,1
-17,1,0.53048,10.625,0
-17,1,0.51067,10.625,1
-17,1,0.54182,5.3125,0.5
-17,1,0.55687,5.3125,0.5
-17,1,0.53486,5.3125,0.5
-17,1,0.53807,21.25,1
17,1,0.58676,5.3125,1
-17,3,0.60644,21.25,0.25
-17,1,0.53411,42.5,0.75
17,3,0.57836,10.625,0
-17,1,0.54307,42.5,0.5
17,1,0.55844,10.625,0.5
17,1,0.57395,10.625,0.25
17,1,0.5528,42.5,0
17,1,0.72145,5.3125,0.25
-17,1,0.53579,42.5,1
17,1,0.51875,5.3125,0.75
17,1,0.50836,10.625,0
-17,1,0.54964,10.625,0
17,1,0.55404,5.3125,0
-17,1,0.59446,10.625,0.5
-17,1,0.67261,42.5,0.5
17,3,0.5239,21.25,0.25
-17,3,0.51619,21.25,0.5
17,3,0.5323,5.3125,1
-17,3,0.51125,5.3125,0.25
17,3,0.50572,21.25,0.25
-17,3,0.58501,42.5,0
17,1,0.56858,42.5,0.5
17,3,0.50519,10.625,0.25
-17,3,0.60721,42.5,0
